utterance_id,emotion,speaker,session,transcript,F_epistemic_pull,F_privacy_pressure,F_computational_drag,F_action_efficiency,emotion_uncertainty,emotion_confidence,identity_confidence,conflict_index,semantic_privacy_tension,F_epistemic_pull_uncalibrated,F_action_efficiency_uncalibrated,emotion_uncertainty_uncalibrated,emotion_confidence_uncalibrated
Ses01F_impro01_F000,neu,Ses01F,Ses01,Excuse me.,0.31730878982333965,0.8920918997793779,0.16748790513370265,0.3086525554876854,0.66938162302749,0.46173810519771136,0.946608129949111,2.2069402709189605,0.08778066109279953,0.5691630281444081,0.578197437861472,0.30850637172884543,0.7244593738480504
Ses01F_impro01_F001,neu,Ses01F,Ses01,Yeah.,0.30477859489958314,0.9889347064621619,0.17448149932081547,0.48373641161573744,0.6804447621418018,0.5923510147787965,0.9945250010988771,3.1067936229054376,0.7799612113394829,0.9568671622259651,0.9865102548964951,0.03088684205734823,0.9911877669501582
Ses01F_impro01_F002,neu,Ses01F,Ses01,Is there a problem?,0.3598979225721607,0.8329525502415902,0.21480787389900388,0.5253476882900622,0.6317788959170929,0.6233931110520365,0.9173465596915968,2.9936711564311933,0.8981503081500052,0.9593716608270824,0.9865390714635169,0.029093470095111654,0.9912065912346181
Ses01F_impro01_F005,neu,Ses01F,Ses01,Well what's the problem?  Let me change it.,0.15418269851881974,0.9617557649310576,0.20770421255112093,0.1986481971067472,0.8134086435373029,0.3796746321141258,0.9810771273337267,2.317997162913432,-0.020922792050924954,0.49898269137906415,0.6495544940521896,0.3587597231178805,0.7710730292127174
Ses01F_impro01_F006,fru,Ses01F,Ses01,What?  I'm getting an ID.  This is why I'm here.  My wallet was stolen.,0.6669265578801566,0.9940388030692378,0.3733408091309423,0.8071019334744999,0.3606976776952025,0.8335823458804419,0.9970504580515894,3.365804622734185,0.6310453983338249,0.9986906388128098,0.9997343717211951,0.0009387118245553481,0.9998263579609914
Ses01F_impro01_F007,fru,Ses01F,Ses01,How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?,0.5124529963260223,0.8738700103957358,0.39607361224211535,0.6449912502308071,0.4970852208543678,0.7126474494205968,0.9375921177577121,3.2429118308238003,0.7030245855480979,0.9793483116832701,0.9936198965026789,0.014788983948105837,0.9958321062949763
Ses01F_impro01_F008,fru,Ses01F,Ses01,I'm here to get an ID.,0.3951487497211662,0.9274729653742452,0.3257055308558075,0.4375055505999444,0.6006552935296616,0.557862699275309,0.964114334274683,2.977908072228968,0.4715510797688625,0.8163249783272437,0.9084045976716716,0.13152351719984354,0.9401656202660529
Ses01F_impro01_F009,fru,Ses01F,Ses01,Like what?  Like a birth certificate?,0.316436789040997,0.5677136235680281,0.33215495025573955,0.4830620760729236,0.6701515285254928,0.5918479591046261,0.7861089395867811,2.832731945334878,1.0329947976873424,0.9498478143101173,0.9830155572009928,0.035913118270818625,0.9889048724099679
Ses01F_impro01_F011,fru,Ses01F,Ses01,"Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?",0.24123086740449287,0.9114027328588088,0.3786348963367417,0.4534662348290897,0.7365522172894982,0.5697694018815671,0.9561629408034956,3.2447744979334576,0.6646992395423565,0.9648528705323823,0.9898839982055246,0.025168593554857528,0.9933916486164035
Ses01F_impro01_F012,ang,Ses01F,Ses01,That's out of control.,0.5401199486143602,0.9999816972530604,0.15650186000449237,0.5891591994974951,0.4726575607982106,0.6709966270351042,0.9999909438204054,2.99986019490288,0.6868930803877745,0.8946162473858483,0.9487603902594789,0.0754622493856029,0.9665278485876402
Ses01F_impro01_F013,fru,Ses01F,Ses01,How long have you been working here?,0.08623659410809593,0.9766054711569382,0.3018375844558124,0.0668785470464624,0.8733995064045851,0.2813742075663157,0.988424616364772,1.7414189074067121,-0.8154672038187889,0.1407814930124178,0.32219435878154395,0.61525337246699,0.5572265879462451
Ses01F_impro01_F014,neu,Ses01F,Ses01,"Clearly.  You know, do you have like a supervisor or something?",0.3781293186534335,0.9998703000352109,0.21387553000028542,0.49230347766548066,0.6156820616441611,0.598742063320199,0.9999358255693244,3.1046275103959924,0.6771358503249998,0.9207380971482414,0.9701435832122548,0.0567574304071714,0.9804963170209908
Ses01F_impro01_F015,fru,Ses01F,Ses01,That would - I would appreciate that.  Yeah.,0.18192308537661211,0.9071871891443939,0.4526760910012272,0.24517493122752285,0.7889161467517399,0.41438366955031003,0.9540771311093231,2.8233776088615157,0.10365104857027341,0.6439882433514565,0.8195260853644378,0.2549270073958885,0.8821061575698795
Ses01F_impro01_M000,fru,Ses01F,Ses01,Do you have your forms?,0.322361460119366,0.9990971721756187,0.3241721483229325,0.4352778505316555,0.6649205276715263,0.5562008305340791,0.9995532894853412,3.1626390995864906,0.5161004585893881,0.8862581913151171,0.9531115877728222,0.08144712133137458,0.9693702475337022
Ses01F_impro01_M001,fru,Ses01F,Ses01,Let me see them.,0.0500395714243034,0.8338871947059477,0.3322701506828569,0.15993554401940718,0.9053585221989413,0.35079491487941655,0.917809012607859,2.5168072625391495,0.1844925717615401,0.5697505283921828,0.7808993887581619,0.30808568613864545,0.8568734529209071
Ses01F_impro01_M002,fru,Ses01F,Ses01,Who told you to get in this line?,0.10074998687541267,0.9784006505313817,0.07535142173148161,0.26706720304975845,0.8605853655087358,0.43071534845707854,0.9893128535165275,2.798649583945014,0.6911454394192871,0.8195310900037768,0.9253664216783737,0.12922774798442901,0.9512458506008267
Ses01F_impro01_M003,fru,Ses01F,Ses01,Okay. But I didn't tell you to get in this line if you are filling out this particular form.,0.6857401174862094,0.9727096039176435,0.26494737564382703,0.8013314369389603,0.3440868405594973,0.8292775438335692,0.9864969794558857,3.2335814362535804,0.7582674771306397,0.9967061877939541,0.999218268898156,0.0023596983709482985,0.9994892162624666
Ses01F_impro01_M004,fru,Ses01F,Ses01,This form is a Z.X.four.,0.37465035962701726,0.819344573750252,0.4113231717911962,0.5146821737056131,0.6187536984316513,0.6154366156739844,0.9106134663573615,3.1519973910802466,0.6906618999973497,0.9420911388605925,0.9792385066782057,0.04146736544234502,0.9864375322369994
Ses01F_impro01_M005,fru,Ses01F,Ses01,"You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID.",0.8744807965474604,0.9692639385274386,0.3809871426946221,0.9385933319183165,0.17744423031363044,0.931675194161506,0.9847920980074527,3.350173386884726,0.6496712244406044,0.9999328073381485,0.9999894983245168,4.9244286134114054e-05,0.9999930181933
Ses01F_impro01_M006,fru,Ses01F,Ses01,No. I need another set of ID to prove this is actually you.,0.23061837264866503,0.7458368941869307,0.30105525902606933,0.34535718790556974,0.7459221837224249,0.48911983496551936,0.8742425872925758,2.7871954901941227,0.6934111837681227,0.8202309951297347,0.920072341851388,0.1287265737260131,0.9477875182970307
Ses01F_impro01_M007,fru,Ses01F,Ses01,I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.,0.5204556569049984,0.9468084743327781,0.3668790003637802,0.6747733810755416,0.4900195249247717,0.7348649790614242,0.9736813545120867,3.3002585475576924,0.6728835981645757,0.9894106698569289,0.9971604030042053,0.007583728966301333,0.9981449252184115
Ses01F_impro01_M008,fru,Ses01F,Ses01,"No.  I need another ID, a separate one.",0.3995117381523013,0.8200064770844971,0.23480405627206433,0.5302937266651939,0.596803130952664,0.6270828656494174,0.9109409696368205,2.9559077993130534,0.8462867325999306,0.9299888705707875,0.9711083953857044,0.05013331902711423,0.981126575954664
Ses01F_impro01_M009,fru,Ses01F,Ses01,"A birth certificate, a passport...a student ID; didn't you go to school?  Anything?",0.21714426012583635,0.43352637433856483,0.25581011503768947,0.3131450216787222,0.7578187250124031,0.46508949403151006,0.7197144044476752,2.358293306308578,0.9796203275560693,0.773534837704133,0.8954219792281906,0.16216383715027852,0.9316847869166788
Ses01F_impro01_M010,fru,Ses01F,Ses01,"Yeah.  We keep it on file, but we need an ID to access that file.",0.5400985991698516,0.580934934674382,0.3899604264686496,0.7079624378157002,0.47267641061467786,0.7596240822874429,0.7926507146799925,2.9648515050254045,1.0230607827393414,0.9951084499077222,0.9988476939746507,0.0035037750044483724,0.9992471399676585
Ses01F_impro01_M011,ang,Ses01F,Ses01,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.,0.8349952792916882,0.9816438623477544,0.3119313841879852,0.8952540124862409,0.2123067183323089,0.8993439745078368,0.9909175629217967,3.291778092441035,0.7046275993695559,0.9985341036562313,0.9996687422490641,0.0010508004321460604,0.9997834858224954
Ses01F_impro01_M013,ang,Ses01F,Ses01,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,0.6111753298209083,0.5323605148660768,0.2737760423531922,0.7201789873688922,0.40992146037106514,0.7687376528785367,0.7686165680576913,2.7894274576911537,1.177154343252616,0.9870524823798899,0.9962384180919951,0.009272333344492163,0.9975426429881254
Ses01F_impro02_F000,sad,Ses01F,Ses01,Did you get the mail? So you saw my letter?,0.27460665338609,0.999990440672084,0.2529834625848394,0.23836922819196305,0.7070841231688035,0.4093066013677978,0.9999952699784043,2.1281796107314306,-0.37776819578241616,0.4942930212841392,0.38091268619036794,0.36211780958541784,0.5955840542367429
Ses01F_impro02_F001,sad,Ses01F,Ses01,Yeah.  I know.,0.6655875366099391,0.9998381950090859,0.31154598015339074,0.7256191779026946,0.3618799241550203,0.7727960459823288,0.9999199403172051,3.2698897288041193,0.6471213784791663,0.9694724762297081,0.9890330774119347,0.021860677419277857,0.9928357886814164
