J,alpha_text,alpha_audio,privacy_gate,complexity_gate,epistemic_gain,action_gain,privacy_cost,drag_cost,balance_cost,overcompression_cost,t,x_raw,trajectory
-0.2237442993116825,0.5,0.5,0.5,0.5,0.4116437949829948,0.44210965279474035,0.42488064615713983,0.13509592188627156,0.0,0.04412671537627539,0,"[0.0, 0.0, 0.0, 0.0]",balanced
-0.27390061433576346,0.5193424435405531,0.5174090486621148,0.520435990091451,0.5013201987535537,0.42685190570508513,0.4583578422521505,0.4075149328073066,0.13473921495090269,3.738015755971661e-06,0.04309960748207209,1,"[0.07740840400510124, 0.06966435511862601, 0.08178952431700526, 0.005280807286303646]",balanced
-0.32384394975667363,0.5385834484184441,0.5347733372103317,0.5407698862026661,0.5026902697427087,0.44199750147067957,0.4745413958192166,0.3902359749700562,0.13436903294424363,1.451694741818347e-05,0.04207536397542142,2,"[0.1546412315379872, 0.13931825467407288, 0.1634424176994026, 0.010761182817786707]",balanced
-0.37328454253668586,0.5576110053828806,0.5520090447695108,0.5608686434996261,0.504109961951957,0.45699880966657475,0.4905737351069561,0.3731568289954804,0.1339854436886373,3.1381962713745484e-05,0.04105984640982756,3,"[0.23147202295323993, 0.20879138860134538, 0.2446881451872579, 0.016440218087387937]",balanced
-0.42194791453674657,0.576319700087971,0.5690351580306764,0.5806069686513189,0.5055787467114837,0.4717780840518874,0.5063724386496044,0.35638396430645847,0.13358859002635576,5.3064552984493305e-05,0.040058666137587816,4,"[0.30768338041368276, 0.2779157077556077, 0.32526555145216685, 0.02231591291014523]",balanced
-0.4695829985251374,0.5946137277439725,0.5857755528772839,0.5998714163211321,0.5070958303377411,0.4862637410164659,0.521861495018097,0.3400137823588372,0.13317868640422015,7.811333497416581e-05,0.039077027223579,5,"[0.3830716264324116, 0.34652873091255143, 0.404929371469645, 0.028385227078819852]",balanced
-0.5159685795894204,0.6124092295157656,0.6021607962386253,0.6185635606806845,0.5086601739258884,0.5003920850708143,0.5369731323811725,0.3241299216117388,0.13275601352584487,0.00010503038463599691,0.0381195973353945,6,"[0.45745066695478814, 0.4144766000291483, 0.4834557228513142, 0.03464416033267803]",balanced
-0.5609177143977575,0.6296358424479512,0.6181295689363969,0.6366020642272834,0.5102705189578144,0.5141085378002116,0.5516491327964205,0.30880149952656527,0.13232091143255884,0.00013239433012269636,0.03719041328607859,7,"[0.530654893180986, 0.4816167285828371, 0.5606462817953767, 0.04108785527258407]",balanced
-0.6042800306913515,0.6462374434898683,0.6336296494052764,0.6539236068684098,0.5119254171001019,0.5273683392135452,0.5658415960632861,0.2940823230669648,0.13187377145223841,0.00015895647167947036,0.03629282401242296,8,"[0.6025410520684658, 0.5478199258927979, 0.6363309954797863, 0.04771071671576255]",balanced
-0.6459420286089833,0.6621721466423304,0.6486184405321743,0.6704827640294139,0.5136232624552076,0.540136741634428,0.5795131713823342,0.2800109922781947,0.13141502748530176,0.00018370294932048143,0.03542947005675107,9,"[0.6729891062294755, 0.6129719277046392, 0.7103693342006417, 0.05450654055556836]",balanced
-0.6858256724775326,0.6774116701316005,0.6630630612067481,0.6862510143821943,0.5153623245893532,0.5523887570699836,0.5926368180521201,0.26661174348088096,0.13094514708084196,0.0002058825780783556,0.03460229560031144,10,"[0.741902178265301, 0.6769743130053546, 0.7826502136250996, 0.06146864544602504]",balanced
-0.7238856614226125,0.6919402234922052,0.6769400556055651,0.7012151075094372,0.5171407808547621,0.5641085455686111,0.6051951849094825,0.25389583636676377,0.13046462270342227,0.00022500503662738737,0.033812587066884954,11,"[0.809205725936478, 0.7397448324706762, 0.8530908066634452, 0.06859000141727634]",balanced
-0.760105800362174,0.7057530735483696,0.6902347939917447,0.7153750315241846,0.518956746808039,0.5752885438932606,0.6171797114238299,0.24186328103692,0.12997396351427823,0.00024081700039756173,0.033061031338988814,12,"[0.8748461214124135, 0.8012172103227105, 0.9216345111689311, 0.07586335067051586]",balanced
-0.7944948718893977,0.7188549383285626,0.7029406483474324,0.7287417994333671,0.520808303852163,0.5859284328616094,0.6285895531704183,0.230504719064348,0.12947368790267633,0.00025326462560350114,0.03234778658321283,13,"[0.9387888127700625, 0.8613405059463147, 0.9882483477783727, 0.0832813171057073]",balanced
-0.8270823520811478,0.7312583354269626,0.7150580257891097,0.7413352328309146,0.5226935235502733,0.5960340313709025,0.63943042428859,0.21980330682577426,0.1289643169165276,0.00026245003236230973,0.03167255933057132,14,"[1.0010162339368842, 0.9200781340714531, 1.0529200409013368, 0.09083650241713259]",balanced
-0.857914237484463,0.7429819826978912,0.726593334857833,0.7531818736941411,0.5246104883530637,0.6056161892511303,0.6497134334002815,0.20973648997625574,0.1284463686620146,0.0002685877780254451,0.031034682533326016,15,"[1.0615256063547727, 0.9774066439763446, 1.1156549961082036, 0.09852156776297971]",balanced
-0.887049171381323,0.754049319687829,0.7375579472578385,0.7643131083878247,0.5265573087170777,0.6146897331028836,0.6594539708954607,0.20027759759789762,0.1279203536783677,0.00027196536462464866,0.030433190573760684,16,"[1.1203267472989706, 1.0333143514762582, 1.176473339260173, 0.10632930095223758]",balanced
-0.9145549851776377,0.764487191478872,0.7479672030622966,0.7747635478862526,0.5285321367750587,0.6232725017801218,0.6686706872384752,0.19139721862446138,0.12738677124424808,0.00027291001728378623,0.029866888442411147,17,"[1.177439970511278, 1.0877999052185254, 1.235407134618713, 0.11425266982210969]",balanced
-0.9405057110472117,0.7743247145919386,0.7578394929205602,0.7845696771454693,0.5305331768390517,0.631384492838552,0.6773845858078793,0.1830643495525485,0.1268461065398951,0.0002717625335544856,0.029334413406975176,18,"[1.232894137639433, 1.1408708537591765, 1.2924978560545504, 0.12228486295166874]",balanced
-0.9649790766953603,0.7835923279369155,0.767195437775405,0.793768764742061,0.532558693092779,0.6390471289002194,0.6856182406574051,0.17524732098835644,0.12629882856870922,0.0002688580069686388,0.02883428839514782,19,"[1.286724895731943, 1.192542264110627, 1.3477941500391473, 0.1304193191555142]",balanced
-0.9880544617033395,0.7923210202525228,0.7760571758260035,0.8023980102582737,0.5346070148592663,0.6462826436664226,0.6933951397191185,0.16791452216680236,0.1257453887339826,0.0002645126355300226,0.02836496699601078,20,"[1.3389731174070705, 1.2428354276069336, 1.4013499021004878, 0.1386497473142706]",balanced
-1.0098112753663298,0.8005417183178438,0.7844477581961354,0.8104938997493929,0.5366765398319551,0.6531135810024052,0.7007391471449126,0.16103494865039533,0.1251862199658785,0.00025901555239913975,0.02792487045934904,21,"[1.3896835463167376, 1.291776675943365, 1.45322259931939, 0.14697013810381632]",balanced
-1.0303277056942817,0.8082848164995643,0.7923906488767696,0.8180917372081127,0.5387657356376683,0.6595623966515197,0.7076740742345904,0.15457860047267977,0.124621736299131,0.00025262456442149594,0.027512417371015303,22,"[1.4389036406733322, 1.3393963195176133, 1.503471969084222, 0.15537476910236492]",balanced
-1.0496797857883857,0.8155798269919298,0.7999093207151228,0.8252253206559683,0.540873140065807,0.6656511501832839,0.714223346186436,0.1485167573831982,0.12405233281111777,0.00024556476697144743,0.027126046841663722,23,"[1.486682601215865, 1.3857277119180138, 1.5521588672742643, 0.16385820461599365]",balanced
-1.0679407249156923,0.8224551305981788,0.8070269370933287,0.831926734080987,0.542997360259353,0.6714012742136763,0.720409751182348,0.142822155650822,0.12347838584044471,0.00023802915482309665,0.026764236102984108,24,"[1.5330705663542596, 1.4308064382784063, 1.599344385947707, 0.1724152914060334]",balanced
-1.0851804555132045,0.8289378094295048,0.8137661080850117,0.8382262299637767,0.5451370711224098,0.6768334083108876,0.7262552586169027,0.13746908788853418,0.12290025341721524,0.0002301805216864932,0.02642551339170217,25,"[1.5781179556078537, 1.474669621051569, 1.6450891502197558, 0.1810411513369775]",balanced
-1.1014653527430092,0.8350535449749558,0.8201487099108463,0.8441521809634122,0.5472910131558605,0.6819672859525404,0.7317808942126333,0.13243344410889288,0.12231827584781803,0.0002221541082883064,0.026108466943161334,26,"[1.6218749422789378, 1.517355334110057, 1.689452775415587, 0.18973117178987253]",balanced
-1.1168580891744815,0.8408265672785744,0.8261957571377901,0.8497310830624274,0.5494579898966356,0.6868216641651282,0.7370066610488,0.12769270905153884,0.12173277640681578,0.00021406060537567574,0.025811750833050318,27,"[1.664391037089423, 1.5589021146968223, 1.7324934579912994, 0.19848099454121415]",balanced
-1.131417593075407,0.8462796432191801,0.8319273180254613,0.8549875958751363,0.5516368651028137,0.6914142868545812,0.7419514969535848,0.12322592793074477,0.12114406209750823,0.0002059892384662575,0.025534088312258247,28,"[1.7057147658553415, 1.5993485622164265, 1.7742676766326766, 0.20728650367389523]",balanced
-1.1451990843044997,0.8514340939948635,0.8373624645504256,0.8599446087985774,0.5538265597943054,0.6957618742084145,0.7466332601394101,0.11901365022290289,0.12055242445151515,0.00019801075522157027,0.02527427318481314,29,"[1.7458934259486567, 1.6387330129847137, 1.8148299830008514, 0.21614381295657903]",balanced
-1.1582541667181723,0.8563098337933543,0.8425192498055696,0.8646233242027203,0.5560260492386451,0.6998801318329207,0.7510687363075271,0.1150378589747077,0.11995814034319077,0.00019018020672414559,0.025031169689244608,30,"[1.7849729080743824, 1.6770932805910548, 1.854232864568914, 0.2250492530470466]",balanced
-1.1706309602625877,0.8609254232534673,0.8474147065980234,0.8690433509356279,0.5582343599460813,0.7037837744415085,0.7552736616639641,0.11128189134608844,0.11936147280152593,0.0001825394645436892,0.02480371126204328,31,"[1.8229975716361133, 1.7144664523141422, 1.8925266647617374, 0.2339993587736483]",balanced
-1.1823742595240891,0.8652981326996523,0.852064862108939,0.873222803098059,0.5604505667239319,0.7074865599189696,0.7592627573573617,0.10773035467537528,0.11876267180603726,0.00017511945052703834,0.02459089849016706,32,"[1.860010163649499, 1.7508887329590743, 1.9297595480667202, 0.24299085669225728]",balanced
-1.1935257084962307,0.8694440112689794,0.8564847644035202,0.8771784003815197,0.5626737898249831,0.7110013304441636,0.7630497717610202,0.10436904121590683,0.11816197505724654,0.00016794207931991514,0.024391796498004062,33,"[1.8960517726747603, 1.7863953284343175, 1.9659774999681163, 0.25202065305550414]",balanced
-1.2041239837587705,0.8733779589792399,0.8606885173874802,0.8809255673103756,0.5649031922149472,0.7143400580736909,0.7666475277894895,0.10118484380392491,0.1175596087149912,0.00016102192791068006,0.024205531962316264,34,"[1.9311618106028703, 1.8210203623469228, 2.0012243534084235, 0.26108582229221466]",balanced
-1.2142049802267216,0.8771137995338261,0.8646893214950814,0.8844785295393737,0.5671379769740523,0.7175138927826193,0.7700679730748853,0.09816567402866772,0.11695578810049383,0.00015436765453524911,0.024031289905581073,35,"[1.9653780163206223, 1.8547968198040359, 2.0355418350633676, 0.27018359605533726]",balanced
-1.2238019951863908,0.8806643522548548,0.8684995179691698,0.8878504059746121,0.5693773848422425,0.7205332114412301,0.7733222313458478,0.09530038395153546,0.11635071835962876,0.00014798319319817837,0.023868310382977855,36,"[1.9987364763313018, 1.8877565134208656, 2.0689696260261377, 0.2793113528744978]",balanced
-1.2329459075604874,0.8840415019986144,0.8721306350721972,0.8910532959530104,0.5716206919114185,0.7234076665935378,0.7764206537681737,0.09257869202435123,0.11574459508646014,0.00014186875093881877,0.02371588514987935,37,"[2.031271658258664, 1.9199300672860102, 2.10154543261136, 0.288466608425228]",balanced
-1.2416653502999355,0.8872562662730221,0.8755934349599246,0.8940983610577864,0.5738672074656499,0.7261462342143657,0.7793728693414098,0.08999111356573568,0.11513760490679865,0.00013602163423776832,0.023573354373803108,38,"[2.0630164539429603, 1.9513469153123324, 2.133305063869037, 0.2976470064171982]",balanced
-1.2499868745287068,0.8903188590517737,0.8788979602635476,0.8969959013997186,0.5761162719661074,0.7287572598626325,0.7821878337061116,0.08752889594024257,0.11452992602265667,0.00013043692913090331,0.023440103436871768,39,"[2.094002229442386, 1.9820353109615134, 2.1642825131435868, 0.3068503100870784]",balanced
-1.2579351046256664,0.8932387509910856,0.8820535796801505,0.8997554263739813,0.5783672551759622,0.7312485028383103,0.7848738759222256,0.0851839584319396,0.11392172871888497,0.00012510805725496574,0.023315559860675527,40,"[2.1242588797856716, 2.0120223458375133, 2.194510041617734, 0.31607439427581985]",balanced
-1.265532883842135,0.8960247259121943,0.8850690320728376,0.9023857200250961,0.5806195544205288,0.7336271780963528,0.7874387429376417,0.08294883669980226,0.113313175833268,0.00012002722750171799,0.023199190374515177,41,"[2.153814886759468, 2.0413339750785933, 2.2240182622434297, 0.325317238070541]",balanced
-1.2728014103603944,0.8986849335270664,0.8879524687392568,0.9048949012381168,0.5828725929738072,0.7358999957809463,0.789889641586061,0.08081663162957509,0.11270442319246708,0.00011518580042157161,0.023090498139532983,42,"[2.1826973783639, 2.069995047839709, 2.2528362228722982, 0.3345769179744912]",balanced
-1.2797603639174513,0.9012269384681086,0.8907114936292576,0.9072904790247256,0.5851258185661427,0.7380731983263773,0.792233278044118,0.078780962353787,0.1120956200152385,0.00011057458015891875,0.022989020135053526,43,"[2.210932188870411, 2.0980293414601805, 2.2809914876848887, 0.34385160158333095]",balanced
-1.2864280232757064,0.9036577657403848,0.8933532013886263,0.9095794032044546,0.5873787020040013,0.7401525951325884,0.7944758947457476,0.07683592318481106,0.11148690928535883,0.00010618404647953264,0.022894324708519268,44,"[2.238543918658124, 2.1254595981917004, 2.308510216280299, 0.3531395417308153]",balanced
-1.2928213749218092,0.9059839427518301,0.8958842131745105,0.911768110793576,0.5896307358946439,0.7421435948656805,0.7966233047984935,0.0749760441953812,0.11087842809620788,0.00010200453753498512,0.022806009287174436,45,"[2.265555993183281, 2.1523075635525437, 2.335417239967261, 0.3624390710743469]",balanced
-1.2989562134464847,0.9082115381034641,0.898310710243964,0.9138625684174565,0.5918814334688393,0.7440512354663034,0.7986809239828552,0.07319625517821501,0.11027030796886163,9.8026392303453e-05,0.022723698247017417,46,"[2.291990720621688, 2.178594025580557, 2.361736134965639, 0.37174859709242225]",balanced
-1.304847234089783,0.9103461973322567,0.9006384653539491,0.9158683110541938,0.5941303274936256,0.7458802119673713,0.8006538004367985,0.07149185272317131,0.10966267514585555,9.424006016265705e-05,0.02264704093296546,47,"[2.317869347822403, 2.204338854387297, 2.387489292324449, 0.38106659746132976]",balanced
-1.310508117958012,0.9123931758069456,0.9028728720409234,0.9177904774073876,0.596376969268818,0.7476349022370431,0.8025466421441019,0.06985847015883827,0.1090556508623199,9.063618379733644e-05,0.02257570982296518,48,"[2.343212114339514, 2.2295610415617864, 2.4126979844740077, 0.3903916157854542]",balanced
-1.3159516104151663,0.9143573689743028,0.9050189718656061,0.9196338421897621,0.598620927699932,0.7493193907681029,0.8043638423516972,0.06829205011916112,0.10844935159646826,8.720566055971416e-05,0.022509398828217356,49,"[2.3680383043621007, 2.2542787390590204, 2.4373824283873553, 0.39972225765126657]",balanced
-1.3211895931449467,0.9162433401516981,0.9070814797211142,0.9214028455823499,0.6008617884423584,0.7509374906388049,0.8061095030460015,0.06678881951016738,0.10784388930083458,8.393968654949842e-05,0.0224478217213064,50,"[2.392366296461161, 2.2785092972953804, 2.461561845379698, 0.40905718698401594]",balanced
-1.326233150359101,0.9180553460508042,0.9090648073101334,0.9231016201161106,0.6030991531101242,0.7524927637680229,0.8077874566166768,0.06534526666700824,0.10723937161605938,8.08297868475024e-05,0.02239071068401993,51,"[2.416213611076183, 2.3022693022454046, 2.4852545176165948, 0.41839512267992374]",balanced
-1.3310926296095067,0.9197973602122874,0.9109730849004837,0.9247340152043018,0.6053326385447453,0.7539885395866602,0.8094012858356795,0.06395812050729946,0.10663590206844,7.786783477850903e-05,0.022337814966637965,52,"[2.4395969557537907, 2.32557461139575, 2.5084778414264792, 0.4277348354956162]",balanced
